order,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
13811,2.72E-34,-0.486538066,0.028,0.341,3.81E-30,4,Eps8
13812,3.50E-34,0.347551751,0.732,0.425,4.89E-30,4,Plp2
13813,3.86E-34,0.289498345,0.331,0.124,5.39E-30,4,Ift57
13814,3.97E-34,-0.377537071,0.935,0.931,5.55E-30,4,Arpc5
13815,4.14E-34,0.367156595,0.429,0.198,5.80E-30,4,Hmgcr
13816,4.17E-34,0.375503282,0.497,0.253,5.83E-30,4,Jmjd1c
13817,4.32E-34,0.388460486,0.842,0.625,6.04E-30,4,Vcp
13818,5.09E-34,-0.867228421,0.045,0.362,7.12E-30,4,Mafb
13819,5.27E-34,0.334713592,0.506,0.251,7.38E-30,4,Vars
13820,7.61E-34,0.359476368,0.562,0.304,1.06E-29,4,Tcirg1
13821,8.47E-34,0.368382264,0.596,0.35,1.18E-29,4,Fuca2
13822,9.09E-34,0.272845719,0.28,0.094,1.27E-29,4,Arhgap5
13823,9.55E-34,-0.822709916,0.251,0.546,1.34E-29,4,Plin2
13824,1.34E-33,0.362396905,0.734,0.472,1.87E-29,4,Ogt
13825,1.46E-33,-0.606509799,0.345,0.641,2.04E-29,4,Evl
13826,1.60E-33,0.39009654,0.853,0.64,2.24E-29,4,Itm2c
13827,1.92E-33,0.30075026,0.24,0.074,2.69E-29,4,Slc7a5
13828,2.21E-33,0.480228087,0.831,0.609,3.09E-29,4,Btg2
13829,2.61E-33,-0.973195695,0.065,0.379,3.65E-29,4,Marcksl1
13830,2.61E-33,-0.360208167,0.986,0.95,3.65E-29,4,Shfm1
13831,5.75E-33,-0.579715946,0.04,0.348,8.04E-29,4,Emilin2
13832,9.81E-33,0.384869484,0.879,0.697,1.37E-28,4,Zfp706
13833,1.38E-32,0.356663541,0.763,0.524,1.93E-28,4,Tmem219
13834,2.16E-32,-0.494029832,0.051,0.358,3.01E-28,4,Oas1a
13835,2.36E-32,0.369438468,0.859,0.643,3.30E-28,4,Ssr2
13836,2.88E-32,-0.466161245,0.994,0.986,4.03E-28,4,Calm1
13837,3.20E-32,0.342116977,0.61,0.348,4.47E-28,4,Creld2
13838,3.68E-32,-0.832483384,0.065,0.372,5.15E-28,4,Ccr1
13839,4.52E-32,-0.577941832,0.048,0.355,6.32E-28,4,Nupr1
13840,5.66E-32,-0.54078802,0.127,0.435,7.92E-28,4,Gbp7
13841,6.03E-32,0.323548058,0.571,0.316,8.43E-28,4,Borcs8
13842,7.56E-32,0.364715525,0.576,0.328,1.06E-27,4,Cpne3
13843,7.57E-32,0.372943505,0.427,0.203,1.06E-27,4,1110059E24Rik
13844,7.79E-32,0.336295712,0.503,0.262,1.09E-27,4,Zmiz2
13845,7.91E-32,0.25310831,0.28,0.099,1.11E-27,4,Xrcc6
13846,8.70E-32,-0.558017086,0.031,0.332,1.22E-27,4,Slc11a1
13847,9.60E-32,0.387607965,0.568,0.33,1.34E-27,4,Creb3
13848,1.05E-31,-0.51329269,0.031,0.33,1.47E-27,4,Gm4955
13849,1.08E-31,-0.468588123,0.161,0.479,1.51E-27,4,Gm9844
13850,1.17E-31,-0.732054251,0.644,0.787,1.63E-27,4,Sat1
13851,1.21E-31,-0.888745561,0.282,0.592,1.69E-27,4,Isg15
13852,1.31E-31,0.276982503,0.35,0.141,1.83E-27,4,Spin1
13853,1.41E-31,-0.869916568,0.079,0.385,1.97E-27,4,Tppp3
13854,2.67E-31,0.270947567,0.268,0.093,3.73E-27,4,Sgcb
13855,2.80E-31,0.332642069,0.556,0.308,3.92E-27,4,Alkbh1
13856,2.89E-31,-0.65800355,0.339,0.595,4.04E-27,4,Glrx
13857,3.24E-31,-0.616110816,0.037,0.329,4.53E-27,4,Klra2
13858,3.75E-31,0.378263173,0.548,0.304,5.24E-27,4,Bri3bp
13859,3.80E-31,-0.413620028,0.124,0.439,5.31E-27,4,Ggh
13860,4.07E-31,0.252280653,0.997,0.962,5.69E-27,4,Rbm39
13861,4.31E-31,-0.590591187,0.311,0.597,6.02E-27,4,Card19
13862,5.03E-31,0.369773653,0.576,0.326,7.04E-27,4,Ifnar1
13863,5.34E-31,-0.505796281,0.246,0.552,7.46E-27,4,Fam105a
13864,5.62E-31,-1.606658564,0.158,0.454,7.86E-27,4,Nkg7
13865,5.89E-31,-0.270590831,1,0.992,8.24E-27,4,Cfl1
13866,7.06E-31,-0.463886461,0.839,0.874,9.88E-27,4,Ran
13867,8.08E-31,0.371009333,0.831,0.597,1.13E-26,4,Litaf
13868,8.80E-31,-0.498674668,0.073,0.378,1.23E-26,4,Cd86
13869,1.19E-30,-0.409587039,0.028,0.317,1.66E-26,4,Xdh
13870,1.29E-30,-0.505690886,0.121,0.432,1.80E-26,4,Anxa4
13871,1.37E-30,-0.909602393,0.051,0.347,1.91E-26,4,Ifitm6
13872,1.44E-30,-0.650119653,0.658,0.766,2.01E-26,4,Pgam1
13873,1.67E-30,-0.601354558,0.071,0.368,2.34E-26,4,Slc16a3
13874,1.73E-30,0.30839093,0.98,0.889,2.43E-26,4,Dad1
13875,1.75E-30,-0.64333499,0.045,0.339,2.45E-26,4,Msr1
13876,2.09E-30,0.28879536,0.342,0.141,2.93E-26,4,Zfp131
13877,2.10E-30,-0.397997454,0.062,0.361,2.93E-26,4,Agpat4
13878,2.14E-30,0.328272664,0.689,0.417,2.99E-26,4,Trim12a
13879,2.18E-30,0.422713186,0.912,0.645,3.05E-26,4,Ly6a
13880,2.55E-30,0.323926501,0.506,0.259,3.57E-26,4,Rcsd1
13881,2.92E-30,0.273677921,0.342,0.139,4.08E-26,4,Cep57
13882,3.06E-30,0.266209772,0.223,0.065,4.28E-26,4,Id3
13883,3.21E-30,-0.514211156,0.847,0.833,4.48E-26,4,Cycs
13884,3.35E-30,0.302266607,0.96,0.789,4.69E-26,4,Hspa5
13885,3.92E-30,0.375759938,0.579,0.347,5.48E-26,4,Map7d1
13886,3.96E-30,0.333280565,0.477,0.247,5.53E-26,4,Pigp
13887,4.36E-30,0.393794321,0.703,0.492,6.09E-26,4,Surf4
13888,4.93E-30,-0.359887525,0.929,0.926,6.90E-26,4,Hint1
13889,5.48E-30,-0.746465403,0.04,0.33,7.66E-26,4,Ifi205
13890,5.48E-30,0.367273104,0.836,0.603,7.67E-26,4,Fkbp2
13891,6.18E-30,0.348000514,0.734,0.511,8.65E-26,4,Med10
13892,6.76E-30,0.378290714,0.802,0.574,9.46E-26,4,Atp1a1
13893,7.65E-30,-0.481485141,0.181,0.489,1.07E-25,4,Rbpj
13894,9.28E-30,-0.440083405,0.028,0.312,1.30E-25,4,Tbxas1
13895,1.09E-29,0.3439053,0.511,0.286,1.53E-25,4,Bet1
13896,1.17E-29,-0.941413344,0.285,0.53,1.64E-25,4,Fcgr2b
13897,1.28E-29,0.352435232,0.777,0.469,1.78E-25,4,Clec12a
13898,1.28E-29,0.349037383,0.588,0.356,1.78E-25,4,Mpnd
13899,1.51E-29,-0.39167527,0.051,0.342,2.11E-25,4,Ptpn7
13900,1.60E-29,-1.153336085,0.136,0.415,2.24E-25,4,Gimap4
13901,1.85E-29,-0.902191104,0.088,0.383,2.59E-25,4,Cd2
13902,2.59E-29,-0.488566636,0.212,0.511,3.62E-25,4,Dstn
13903,2.79E-29,-0.72123418,0.082,0.372,3.90E-25,4,Cd9
13904,3.28E-29,-0.4085089,0.073,0.367,4.58E-25,4,Asap1
13905,3.65E-29,-0.634831939,0.059,0.348,5.10E-25,4,Lmna
13906,3.89E-29,0.341395424,0.678,0.439,5.44E-25,4,H2-M3
13907,4.82E-29,0.511493973,0.963,0.837,6.74E-25,4,H2afj
13908,4.92E-29,-0.624484953,0.387,0.619,6.89E-25,4,Snx2
13909,5.26E-29,0.310232616,1,0.969,7.36E-25,4,Sub1
13910,5.28E-29,-0.495681296,0.206,0.501,7.39E-25,4,Xaf1
13911,5.52E-29,0.345704644,0.845,0.642,7.72E-25,4,mt-Nd3
13912,5.53E-29,0.281561981,0.395,0.185,7.73E-25,4,Tmem214
13913,1.42E-28,-0.786363452,0.037,0.312,1.98E-24,4,C3ar1
13914,2.06E-28,0.338891812,0.734,0.52,2.88E-24,4,Ergic3
13915,2.19E-28,-0.524869045,0.992,0.983,3.06E-24,4,Gapdh
13916,2.43E-28,0.267000907,1,0.93,3.40E-24,4,Tmbim6
13917,2.66E-28,0.327430059,0.565,0.345,3.73E-24,4,Tspan31
13918,2.78E-28,-0.468227579,0.034,0.311,3.88E-24,4,Igsf6
13919,2.84E-28,-0.490983602,0.353,0.629,3.97E-24,4,Ncf4
13920,2.98E-28,-0.400620945,1,0.994,4.16E-24,4,Hspa8
13921,5.99E-28,-0.436057228,0.116,0.412,8.38E-24,4,Acot7
13922,6.20E-28,0.33038466,0.836,0.635,8.67E-24,4,Glrx3
13923,7.56E-28,-0.515375188,0.028,0.299,1.06E-23,4,Anxa3
13924,7.72E-28,0.382734082,0.867,0.626,1.08E-23,4,Evi2a
13925,8.93E-28,-0.490672802,0.616,0.804,1.25E-23,4,Klf6
13926,9.23E-28,-0.877842008,0.096,0.369,1.29E-23,4,Lck
13927,1.18E-27,0.35508512,0.548,0.335,1.65E-23,4,Stt3a
13928,1.25E-27,-0.501434739,0.059,0.334,1.75E-23,4,Ptpn22
13929,1.28E-27,0.316933852,0.401,0.196,1.79E-23,4,Slc15a4
13930,2.57E-27,-0.418958919,0.034,0.304,3.60E-23,4,Cd302
13931,2.73E-27,-0.365123911,0.065,0.343,3.82E-23,4,Ubash3b
13932,3.81E-27,0.345336228,0.63,0.414,5.32E-23,4,E2f4
13933,3.84E-27,0.369080073,0.718,0.518,5.37E-23,4,Tmem147
13934,4.10E-27,0.308530384,0.424,0.213,5.74E-23,4,Eps15
13935,4.55E-27,-0.595466982,0.328,0.576,6.36E-23,4,Cndp2
13936,4.88E-27,-0.50266559,0.113,0.397,6.83E-23,4,4930523C07Rik
13937,5.11E-27,0.331331999,0.932,0.767,7.14E-23,4,Hnrnpa1
13938,7.72E-27,-0.374595575,0.977,0.977,1.08E-22,4,Cyba
13939,7.89E-27,0.332330067,0.859,0.615,1.10E-22,4,Slc25a4
13940,9.92E-27,0.275157841,0.542,0.3,1.39E-22,4,Lbr
13941,1.04E-26,-0.476123927,0.048,0.313,1.45E-22,4,Olfm1
13942,1.11E-26,-0.300136966,0.989,0.972,1.56E-22,4,Clic1
13943,1.12E-26,-0.496654713,0.175,0.471,1.57E-22,4,Tnfrsf1b
13944,1.28E-26,0.301699147,0.444,0.232,1.79E-22,4,Cnot8
13945,1.48E-26,0.312058043,0.412,0.202,2.07E-22,4,Ppm1h
13946,1.53E-26,-0.679959754,0.056,0.321,2.14E-22,4,Maf
13947,1.57E-26,0.344628863,0.653,0.436,2.19E-22,4,Commd6
13948,1.62E-26,0.289728485,0.975,0.837,2.27E-22,4,Ywhae
13949,1.67E-26,0.313931071,0.458,0.245,2.33E-22,4,Srebf2
13950,1.99E-26,-0.486780639,0.065,0.339,2.78E-22,4,Phf11d
13951,3.66E-26,-1.899835338,0.22,0.459,5.12E-22,4,Ccl2
13952,5.23E-26,-0.939559987,0.774,0.791,7.32E-22,4,Cstb
13953,5.50E-26,-0.347943448,0.042,0.305,7.69E-22,4,Rab32
13954,6.33E-26,-0.494377964,0.017,0.269,8.85E-22,4,Qpct
13955,7.10E-26,-0.837891136,0.037,0.296,9.93E-22,4,Clec4n
13956,7.82E-26,-0.683460768,0.023,0.277,1.09E-21,4,Bcl2a1a
13957,8.16E-26,-0.413971287,0.192,0.48,1.14E-21,4,Tuba1c
13958,9.47E-26,0.324040153,0.686,0.481,1.32E-21,4,Imp3
13959,9.80E-26,0.275500962,0.336,0.151,1.37E-21,4,Vps37a
13960,9.93E-26,0.262426379,0.325,0.143,1.39E-21,4,Rufy1
13961,1.12E-25,-0.600458062,0.025,0.277,1.56E-21,4,Dab2
13962,1.17E-25,-0.600683303,0.082,0.351,1.63E-21,4,Vps37b
13963,1.25E-25,-0.33131971,0.04,0.303,1.75E-21,4,Rasgrp4
13964,1.35E-25,0.304670083,0.528,0.318,1.89E-21,4,Tor2a
13965,1.50E-25,0.300643837,0.994,0.739,2.09E-21,4,Ctsz
13966,1.59E-25,0.499778999,0.822,0.63,2.22E-21,4,Jun
13967,1.68E-25,0.269419085,0.534,0.299,2.35E-21,4,Chst12
13968,2.38E-25,-0.674751802,0.04,0.295,3.33E-21,4,Cxcl16
13969,2.68E-25,0.256218494,0.35,0.162,3.74E-21,4,Pip5k1c
13970,4.23E-25,-0.412036616,0.04,0.291,5.92E-21,4,Nfil3
13971,4.87E-25,0.318289833,0.732,0.535,6.82E-21,4,Chic2
13972,8.36E-25,-0.356256873,0.02,0.262,1.17E-20,4,Oas3
13973,1.00E-24,0.267968056,0.376,0.182,1.40E-20,4,Pdpk1
13974,1.04E-24,-0.64613048,0.02,0.261,1.45E-20,4,Gm9733
13975,1.06E-24,-0.382603317,0.621,0.783,1.48E-20,4,Ywhah
13976,1.27E-24,0.266137497,0.989,0.955,1.77E-20,4,Eef2
13977,1.28E-24,0.254926666,0.395,0.181,1.78E-20,4,Gpr18
13978,1.31E-24,0.379710701,0.483,0.274,1.83E-20,4,Hist3h2a
13979,1.33E-24,0.295391786,0.387,0.191,1.86E-20,4,Zmynd8
13980,1.41E-24,0.302196605,0.407,0.207,1.98E-20,4,Cpne2
13981,1.62E-24,-0.343024342,0.028,0.275,2.26E-20,4,Tmem51
13982,1.83E-24,0.317089926,0.689,0.469,2.56E-20,4,Atp6ap2
13983,1.91E-24,-0.460154863,0.014,0.252,2.68E-20,4,Il18bp
13984,2.03E-24,-0.715046864,0.042,0.288,2.84E-20,4,F13a1
13985,2.04E-24,-0.459944962,0.319,0.566,2.85E-20,4,Sh3bgrl
13986,2.24E-24,-0.653572519,0.065,0.315,3.13E-20,4,Skap1
13987,2.25E-24,0.336958441,0.528,0.321,3.14E-20,4,Scarb2
13988,2.26E-24,0.275985386,0.895,0.73,3.16E-20,4,2410015M20Rik
13989,2.54E-24,0.302863513,0.633,0.409,3.55E-20,4,Ikzf1
13990,2.96E-24,0.256066829,0.331,0.152,4.14E-20,4,Trmt2a
13991,3.72E-24,-0.768954418,0.119,0.382,5.20E-20,4,Serpina3g
13992,4.19E-24,-0.396112023,0.294,0.574,5.86E-20,4,Nmi
13993,4.31E-24,-0.407420016,0.588,0.74,6.03E-20,4,Arf6
13994,5.02E-24,0.295190736,0.452,0.245,7.02E-20,4,Fam69a
13995,5.45E-24,0.315399668,0.602,0.381,7.62E-20,4,Cldnd1
13996,5.46E-24,-0.384059083,0.362,0.613,7.63E-20,4,Spg21
13997,6.59E-24,-0.451589576,0.565,0.735,9.22E-20,4,Mcl1
13998,7.31E-24,0.560181111,0.102,0.021,1.02E-19,4,Apod
13999,8.17E-24,-0.435071801,0.045,0.289,1.14E-19,4,Rab7b
14000,8.68E-24,0.294776269,0.847,0.655,1.21E-19,4,Mpc1
14001,8.89E-24,0.308974871,0.89,0.738,1.24E-19,4,Swi5
14002,9.37E-24,0.302682101,0.935,0.779,1.31E-19,4,Mrfap1
14003,1.04E-23,0.338361066,0.692,0.493,1.45E-19,4,9-Sep
14004,1.24E-23,-0.754010483,0.088,0.333,1.73E-19,4,Gimap3
14005,1.31E-23,0.299610727,0.506,0.306,1.83E-19,4,Eci2
14006,1.33E-23,-0.411499727,0.065,0.314,1.86E-19,4,Lrp1
14007,1.40E-23,-0.373504031,0.113,0.375,1.96E-19,4,Snx10
14008,1.41E-23,0.294618469,0.362,0.178,1.98E-19,4,Mtmr14
14009,1.58E-23,0.311999748,0.658,0.397,2.21E-19,4,Cd82
14010,1.60E-23,-0.339599978,0.028,0.263,2.23E-19,4,Camk1
14011,1.60E-23,0.329242546,0.404,0.215,2.23E-19,4,Rpia
14012,1.69E-23,-0.553344702,0.294,0.526,2.37E-19,4,Ncf2
14013,2.18E-23,0.328376093,0.811,0.632,3.04E-19,4,Rpn2
14014,2.38E-23,-0.472579127,0.958,0.936,3.32E-19,4,Ldha
14015,3.24E-23,0.274134162,0.528,0.318,4.54E-19,4,Coro2a
14016,3.73E-23,-0.513484178,0.15,0.405,5.21E-19,4,Sdc3
14017,4.34E-23,-0.653146028,0.034,0.269,6.07E-19,4,Ifit3
14018,4.63E-23,-0.403208526,0.068,0.317,6.48E-19,4,Cebpb
14019,4.93E-23,-0.42971349,0.675,0.776,6.90E-19,4,Txndc17
14020,6.49E-23,-1.078132448,0.712,0.726,9.07E-19,4,Ctsc
14021,6.61E-23,-0.936766886,0.065,0.299,9.25E-19,4,Fn1
14022,6.94E-23,-0.363121283,0.751,0.84,9.71E-19,4,Msn
14023,6.95E-23,0.274834947,0.466,0.264,9.72E-19,4,Hint3
14024,7.55E-23,0.259240435,0.661,0.409,1.06E-18,4,Zfp36l1
14025,7.66E-23,0.283519121,0.429,0.233,1.07E-18,4,Adipor2
14026,8.35E-23,0.282081299,0.949,0.843,1.17E-18,4,Minos1
14027,1.09E-22,-1.0248765,0.073,0.317,1.52E-18,4,Ctla2a
14028,1.13E-22,-0.468394158,0.381,0.611,1.58E-18,4,Phf11b
14029,1.18E-22,-0.424312312,0.042,0.277,1.65E-18,4,Adgre1
14030,1.29E-22,-0.822564089,0.237,0.474,1.81E-18,4,Sepp1
14031,1.48E-22,-1.168807551,0.068,0.303,2.07E-18,4,Lpl
14032,1.63E-22,-1.895381599,0.102,0.339,2.28E-18,4,C1qb
14033,1.83E-22,0.260407148,0.333,0.157,2.55E-18,4,Grhpr
14034,1.91E-22,-0.402223776,0.034,0.267,2.68E-18,4,Dpep2
14035,2.34E-22,-0.541348254,0.025,0.253,3.27E-18,4,Mrc1
14036,2.46E-22,-0.416591604,0.127,0.38,3.44E-18,4,Slamf7
14037,2.55E-22,0.309442759,0.568,0.369,3.56E-18,4,Rbbp6
14038,2.91E-22,0.286564827,0.904,0.783,4.07E-18,4,Cct5
14039,2.99E-22,-0.572732713,0.048,0.28,4.19E-18,4,Cst7
14040,3.93E-22,0.2910778,0.477,0.283,5.49E-18,4,Spcs3
14041,4.01E-22,-0.659079608,0.076,0.315,5.61E-18,4,Pglyrp1
14042,5.21E-22,-0.336020919,0.119,0.373,7.29E-18,4,Lasp1
14043,5.35E-22,0.273338397,0.636,0.436,7.48E-18,4,Sdf2
14044,5.44E-22,0.268799623,0.475,0.267,7.60E-18,4,Sema4d
14045,5.63E-22,0.282048301,0.364,0.187,7.87E-18,4,Slc29a1
14046,5.74E-22,-0.285544737,0.028,0.254,8.02E-18,4,Guca1a
14047,6.05E-22,0.282535225,0.836,0.667,8.47E-18,4,Arf4
14048,6.83E-22,-0.622394604,0.031,0.258,9.55E-18,4,C5ar1
14049,7.72E-22,0.269335124,0.927,0.829,1.08E-17,4,Rsrp1
14050,8.05E-22,-0.29102951,0.025,0.247,1.13E-17,4,Nab2
14051,8.71E-22,-0.595957993,0.056,0.292,1.22E-17,4,Ier3
14052,8.81E-22,0.263503298,0.356,0.181,1.23E-17,4,Hsdl2
14053,9.32E-22,-0.503560116,0.907,0.916,1.30E-17,4,Aldoa
14054,9.68E-22,0.30065634,0.935,0.801,1.35E-17,4,Tapbp
14055,1.01E-21,0.338301329,0.593,0.417,1.41E-17,4,Mrps34
14056,1.18E-21,0.275035356,0.944,0.74,1.65E-17,4,Tmed10
14057,1.21E-21,-0.392085143,0.565,0.714,1.69E-17,4,Hprt
14058,1.23E-21,0.262005211,0.935,0.847,1.72E-17,4,Tomm20
14059,1.25E-21,-1.49234176,0.051,0.277,1.75E-17,4,C1qc
14060,1.27E-21,0.308702009,0.463,0.274,1.78E-17,4,Stt3b
14061,1.37E-21,-0.351287462,0.028,0.25,1.91E-17,4,Sirpb1b
14062,1.67E-21,-0.672464913,0.065,0.294,2.33E-17,4,Il2rb
14063,1.76E-21,-0.290198166,0.025,0.247,2.45E-17,4,Parp12
14064,1.91E-21,-0.375543233,0.031,0.252,2.68E-17,4,Adam8
14065,2.51E-21,-0.544702728,0.797,0.816,3.51E-17,4,Tuba1b
14066,2.68E-21,-0.49226355,0.034,0.254,3.75E-17,4,Pla2g7
14067,2.74E-21,-0.26840938,0.952,0.944,3.83E-17,4,Ppp1ca
14068,2.84E-21,0.271014513,0.989,0.637,3.98E-17,4,Alox5ap
14069,2.91E-21,0.282796915,0.356,0.184,4.06E-17,4,Snx9
14070,3.20E-21,0.266510742,0.401,0.219,4.47E-17,4,Chuk
14071,3.84E-21,-0.334454032,0.093,0.333,5.37E-17,4,Aplp2
14072,4.01E-21,0.266341751,0.398,0.215,5.61E-17,4,Nudt16
14073,4.84E-21,0.252220327,0.466,0.275,6.76E-17,4,Jagn1
14074,5.03E-21,-0.328837382,0.124,0.372,7.03E-17,4,Plekho2
14075,5.03E-21,0.263279519,0.444,0.244,7.03E-17,4,Gpr146
14076,6.01E-21,0.262226374,0.718,0.498,8.41E-17,4,Sp140
14077,6.20E-21,0.282307174,0.588,0.391,8.68E-17,4,Hadhb
14078,7.46E-21,0.252420544,0.867,0.655,1.04E-16,4,Mdh1
14079,7.51E-21,-0.535158183,0.158,0.411,1.05E-16,4,Gyg
14080,8.87E-21,-0.344283725,0.025,0.24,1.24E-16,4,Il18
14081,8.94E-21,-0.460194923,0.285,0.526,1.25E-16,4,Pyhin1
14082,1.04E-20,0.288436652,0.593,0.404,1.45E-16,4,Smim11
14083,1.06E-20,-0.286081967,0.04,0.259,1.48E-16,4,Trps1
14084,1.13E-20,0.291280351,0.534,0.306,1.58E-16,4,Cbfa2t3
14085,1.20E-20,0.259617411,0.797,0.608,1.68E-16,4,Tmbim4
14086,1.33E-20,-0.364930375,0.455,0.662,1.87E-16,4,Ywhaz
14087,1.41E-20,0.31674388,0.582,0.405,1.97E-16,4,Stxbp2
14088,1.53E-20,0.27996083,0.537,0.345,2.14E-16,4,Exosc5
14089,2.04E-20,-1.158075691,0.088,0.306,2.85E-16,4,Cd3d
14090,2.12E-20,-0.730893215,0.712,0.759,2.97E-16,4,Ctsd
14091,2.46E-20,-0.611844852,0.037,0.248,3.44E-16,4,F10
14092,2.50E-20,-0.39084114,0.26,0.5,3.50E-16,4,Tpst2
14093,2.86E-20,0.371424502,0.771,0.591,4.00E-16,4,Cd44
14094,2.91E-20,-0.287515553,0.051,0.274,4.07E-16,4,Acvrl1
14095,3.00E-20,0.280315877,0.757,0.586,4.19E-16,4,Ppp1r11
14096,3.36E-20,-0.513090982,0.263,0.498,4.70E-16,4,Igtp
14097,3.77E-20,0.252152329,0.395,0.217,5.28E-16,4,Znhit2
14098,4.58E-20,0.276251408,0.494,0.299,6.40E-16,4,Fndc3a
14099,4.96E-20,-0.270177122,0.062,0.289,6.93E-16,4,Pacsin2
14100,5.95E-20,-0.348625797,0.037,0.248,8.31E-16,4,Tspan32
14101,6.43E-20,-0.408136401,0.15,0.386,8.99E-16,4,Pld3
14102,6.44E-20,-0.436363849,0.011,0.21,9.01E-16,4,Emp1
14103,6.46E-20,0.341389884,0.802,0.57,9.04E-16,4,Gm10709
14104,7.08E-20,0.324869712,0.497,0.322,9.90E-16,4,Trabd
14105,8.02E-20,0.269249043,0.695,0.517,1.12E-15,4,Atxn7l3b
14106,9.54E-20,-0.447724555,0.088,0.31,1.33E-15,4,Bst1
14107,1.22E-19,-0.268106714,0.011,0.209,1.70E-15,4,Lsr
14108,1.23E-19,-1.125659717,0.028,0.234,1.72E-15,4,Ccl12
14109,1.25E-19,-0.425465954,0.212,0.456,1.75E-15,4,Hck
14110,1.41E-19,-0.361418689,0.661,0.759,1.97E-15,4,1110008F13Rik
14111,1.47E-19,-0.457971725,0.839,0.819,2.06E-15,4,Capza2
14112,1.57E-19,-0.522666596,0.124,0.355,2.19E-15,4,Fam26f
14113,1.61E-19,-0.392491207,0.28,0.513,2.25E-15,4,Orai1
14114,1.61E-19,-0.331790776,0.025,0.227,2.25E-15,4,Hacd4
14115,1.68E-19,-0.357865046,0.655,0.764,2.35E-15,4,Fkbp1a
14116,1.76E-19,-0.264514911,0.034,0.242,2.46E-15,4,Pak1
14117,1.79E-19,0.267952994,0.514,0.327,2.50E-15,4,Ccni
14118,2.00E-19,0.263414333,0.718,0.518,2.79E-15,4,Dpm3
14119,2.61E-19,-0.259274535,0.031,0.239,3.66E-15,4,Dusp3
14120,2.65E-19,-0.375223979,0.138,0.367,3.71E-15,4,Tes
14121,2.89E-19,-0.972211525,0.127,0.347,4.04E-15,4,Hmox1
14122,3.08E-19,-0.359116521,0.412,0.638,4.31E-15,4,Glud1
14123,3.52E-19,-0.382437265,0.065,0.277,4.93E-15,4,Pydc4
14124,3.56E-19,-0.350288219,0.02,0.215,4.98E-15,4,Ms4a8a
14125,3.73E-19,-0.269773658,0.025,0.225,5.21E-15,4,Atp8b4
14126,3.81E-19,-0.304212113,0.15,0.388,5.33E-15,4,Sh3bp1
14127,3.85E-19,-0.368746193,0.124,0.352,5.38E-15,4,Cdc42ep3
14128,4.52E-19,-0.402326953,0.585,0.735,6.32E-15,4,Higd1a
14129,4.94E-19,0.303124292,0.438,0.254,6.91E-15,4,Fgd2
14130,5.41E-19,-0.402157929,0.023,0.219,7.56E-15,4,Tnfaip2
14131,5.87E-19,-0.388547268,0.257,0.49,8.21E-15,4,Trafd1
14132,6.31E-19,-0.301461783,0.048,0.258,8.83E-15,4,Arhgap31
14133,6.61E-19,-0.27533147,0.059,0.273,9.24E-15,4,S100a1
14134,6.70E-19,-0.296677355,0.037,0.242,9.37E-15,4,Ptpro
14135,7.41E-19,0.254549553,0.444,0.268,1.04E-14,4,Atp6v1h
14136,8.84E-19,-0.32122901,0.023,0.217,1.24E-14,4,Hk3
14137,9.05E-19,-0.325300486,0.715,0.816,1.27E-14,4,Sh3glb1
14138,9.44E-19,-0.274537411,0.051,0.261,1.32E-14,4,Adam15
14139,1.08E-18,-0.275630024,0.082,0.303,1.51E-14,4,Ripk3
14140,1.23E-18,-0.355361347,0.218,0.453,1.73E-14,4,Lpxn
14141,1.27E-18,-0.399267403,0.237,0.462,1.78E-14,4,Tmpo
14142,1.30E-18,0.279453892,0.901,0.776,1.82E-14,4,Tmed9
14143,1.39E-18,-0.688680199,0.175,0.39,1.95E-14,4,Ckb
14144,1.53E-18,0.271746744,0.376,0.209,2.14E-14,4,Inpp5k
14145,1.62E-18,-0.383467629,0.023,0.216,2.26E-14,4,Clec4b1
14146,1.62E-18,0.256129805,0.554,0.376,2.27E-14,4,Wbp2
14147,1.75E-18,-0.56360115,0.664,0.799,2.45E-14,4,Rpl29
14148,1.80E-18,0.302490922,0.48,0.309,2.51E-14,4,Nsmce2
14149,1.98E-18,0.254914465,0.548,0.354,2.76E-14,4,Ankrd12
14150,2.03E-18,-0.351126422,0.082,0.295,2.83E-14,4,Casp4
14151,2.22E-18,-0.3721106,0.023,0.215,3.10E-14,4,Tnip3
14152,2.27E-18,0.263776919,0.59,0.423,3.17E-14,4,BC004004
14153,2.34E-18,-0.520584705,0.045,0.242,3.27E-14,4,Sh2d1a
14154,2.46E-18,-0.353876886,0.062,0.272,3.44E-14,4,Cd40
14155,2.67E-18,0.32978538,0.497,0.335,3.73E-14,4,Emc8
14156,2.68E-18,-0.408153161,0.031,0.225,3.75E-14,4,Mcemp1
14157,2.81E-18,-0.613207082,0.076,0.278,3.93E-14,4,Gimap7
14158,3.29E-18,-1.635761527,0.062,0.262,4.61E-14,4,C1qa
14159,4.07E-18,-0.376432964,0.528,0.679,5.70E-14,4,Rtn4
14160,4.09E-18,-0.284439853,0.025,0.218,5.72E-14,4,Dok3
14161,4.22E-18,-1.704374911,0.161,0.363,5.90E-14,4,Ccl7
14162,4.27E-18,0.288027808,0.336,0.171,5.97E-14,4,Slc2a6
14163,5.34E-18,0.2694889,0.271,0.129,7.46E-14,4,Il11ra1
